epoch,accuracy,loss,val_accuracy,val_loss
0,0.16051363945007324,5.962101459503174,0.2628205120563507,2.003673553466797
1,0.2504012882709503,2.1671059131622314,0.3076923191547394,1.9090698957443237
2,0.34349918365478516,1.8442490100860596,0.4166666567325592,1.6071202754974365
3,0.46548956632614136,1.5378519296646118,0.3910256326198578,1.630700707435608
4,0.5056179761886597,1.3364185094833374,0.5512820482254028,1.3400286436080933
5,0.6292135119438171,1.0656135082244873,0.5256410241127014,1.2508453130722046
6,0.6886035203933716,0.9597802758216858,0.5,1.3231414556503296
7,0.7479935884475708,0.7511121034622192,0.6217948794364929,1.0775285959243774
8,0.8282504081726074,0.5593487024307251,0.5833333134651184,1.1371655464172363
9,0.8956661224365234,0.39264124631881714,0.6217948794364929,0.9953965544700623
10,0.9149277806282043,0.3163982927799225,0.6089743375778198,1.0361249446868896
11,0.9534510374069214,0.22251352667808533,0.5961538553237915,1.099991798400879
12,0.9646869897842407,0.18006393313407898,0.6538461446762085,1.078478455543518
13,0.9823434948921204,0.12873892486095428,0.6217948794364929,1.0881011486053467
14,0.9935794472694397,0.09677407890558243,0.6474359035491943,0.9843941926956177
15,0.995184600353241,0.06984592229127884,0.6410256624221802,1.087542176246643
16,0.9903692007064819,0.0770195871591568,0.6282051205635071,1.1295853853225708
17,0.9871588945388794,0.07216370850801468,0.6217948794364929,1.1833597421646118
18,0.9983948469161987,0.041844483464956284,0.6282051205635071,1.0763920545578003
19,0.9935794472694397,0.03802843764424324,0.6025640964508057,1.114119052886963
20,0.9983948469161987,0.027790667489171028,0.6666666865348816,1.0893709659576416
21,0.9983948469161987,0.02179376408457756,0.6410256624221802,1.1707645654678345
22,0.9983948469161987,0.023834748193621635,0.6282051205635071,1.1786895990371704
23,0.9983948469161987,0.017918961122632027,0.6346153616905212,1.0519990921020508
24,0.9967897534370422,0.021606922149658203,0.6282051205635071,1.12775719165802
