epoch,accuracy,loss,val_accuracy,val_loss
0,0.39058586955070496,0.25765031576156616,0.4779706299304962,0.21049045026302338
1,0.5451510548591614,0.20063693821430206,0.5841121673583984,0.18314678966999054
2,0.6029043793678284,0.1782405823469162,0.6555407047271729,0.16473715007305145
3,0.6504757404327393,0.16026851534843445,0.6815754175186157,0.15405787527561188
4,0.686529815196991,0.1492341309785843,0.6682242751121521,0.16013826429843903
5,0.7003839015960693,0.14150074124336243,0.7343124151229858,0.1352735459804535
6,0.731096625328064,0.12876029312610626,0.7263017296791077,0.13362638652324677
7,0.7616424560546875,0.11888513714075089,0.7463284134864807,0.12354499846696854
8,0.7806710004806519,0.11127405613660812,0.7770360708236694,0.11156222969293594
9,0.7973626852035522,0.10265614837408066,0.7710280418395996,0.11547092348337173
10,0.8113837242126465,0.094599150121212,0.7890520691871643,0.10636347532272339
11,0.8265731930732727,0.08874522894620895,0.8010680675506592,0.10116535425186157
12,0.8486062288284302,0.08229493349790573,0.8024032115936279,0.10399787873029709
13,0.8582874536514282,0.07607756555080414,0.807076096534729,0.09737992286682129
14,0.8659656047821045,0.0725683942437172,0.8230974674224854,0.0925976037979126
15,0.8819896578788757,0.06464195251464844,0.8190920948982239,0.09187699854373932
16,0.8834919333457947,0.06318119913339615,0.8384512662887573,0.09080900251865387
17,0.893339991569519,0.05993599817156792,0.8477970361709595,0.08335008472204208
18,0.8998497724533081,0.05686677247285843,0.842456579208374,0.08524519950151443
19,0.9125354886054993,0.04967981204390526,0.8558077216148376,0.08077418059110641
20,0.9310632348060608,0.04407191649079323,0.8431241512298584,0.0880846381187439
21,0.9320647716522217,0.042415257543325424,0.8591455221176147,0.0851655900478363
22,0.9387414455413818,0.04027126729488373,0.856475293636322,0.0829155370593071
23,0.9293940663337708,0.04295547679066658,0.865821123123169,0.07728980481624603
24,0.943748950958252,0.03444342315196991,0.8357810378074646,0.09713464975357056
25,0.9475880265235901,0.03425842896103859,0.8684912919998169,0.08392457664012909
26,0.9564346671104431,0.02936139889061451,0.8671562075614929,0.09010520577430725
27,0.9472542405128479,0.0332053042948246,0.8731642365455627,0.07197628915309906
28,0.953096330165863,0.032158080488443375,0.8845126628875732,0.07831189781427383
29,0.9647805094718933,0.02416468970477581,0.8731642365455627,0.08441633731126785
30,0.9609414339065552,0.026073681190609932,0.855140209197998,0.09564312547445297
31,0.9624436497688293,0.02695339359343052,0.8691588640213013,0.08385588973760605
32,0.9684526920318604,0.023735813796520233,0.8578104376792908,0.09133878350257874
33,0.9681188464164734,0.02278224565088749,0.8651535511016846,0.09060763567686081
34,0.9686195850372314,0.022321928292512894,0.8798397779464722,0.09313773363828659
35,0.9664496779441833,0.023249782621860504,0.8811749219894409,0.08609586209058762
36,0.9744616746902466,0.01930282637476921,0.8891856074333191,0.08128300309181213
37,0.9744616746902466,0.01974579319357872,0.8751668930053711,0.09316888451576233
38,0.9721248745918274,0.021029403433203697,0.8738317489624023,0.08868525177240372
39,0.9769654273986816,0.01747673749923706,0.885847806930542,0.07866828143596649
