epoch,accuracy,loss,val_accuracy,val_loss
0,0.3964686989784241,2.4127962589263916,0.28205129504203796,1.983805775642395
1,0.6243980526924133,1.39447021484375,0.26923078298568726,2.1687872409820557
2,0.6597110629081726,1.2101728916168213,0.3205128312110901,2.1631083488464355
3,0.7271267771720886,0.8933728337287903,0.2884615361690521,2.132106304168701
4,0.7576243877410889,0.7067636251449585,0.2628205120563507,2.08332896232605
5,0.7897271513938904,0.6636792421340942,0.32692307233810425,2.021843910217285
6,0.7849116921424866,0.7523047924041748,0.3461538553237915,1.8905733823776245
7,0.8186196088790894,0.5728753209114075,0.18589743971824646,2.0990185737609863
8,0.8282504081726074,0.48173776268959045,0.3333333432674408,1.9019505977630615
9,0.8282504081726074,0.4897499680519104,0.19230769574642181,1.9813320636749268
10,0.8154093027114868,0.5222058296203613,0.3333333432674408,1.7775397300720215
11,0.841091513633728,0.4416685998439789,0.36538460850715637,1.6727840900421143
12,0.8362760543823242,0.4877207279205322,0.3717948794364929,1.6655563116073608
13,0.8234350085258484,0.5380963683128357,0.32692307233810425,1.8076680898666382
14,0.8186196088790894,0.5606574416160583,0.49358972907066345,1.4251209497451782
15,0.8635634183883667,0.4055818021297455,0.46794870495796204,1.5283936262130737
16,0.8362760543823242,0.5168626308441162,0.42307692766189575,1.5366910696029663
17,0.8635634183883667,0.41864997148513794,0.6025640964508057,1.2906339168548584
18,0.8298555612564087,0.5177470445632935,0.5,1.411334753036499
19,0.8667736649513245,0.44058579206466675,0.5256410241127014,1.2632465362548828
20,0.8603531122207642,0.38675424456596375,0.49358972907066345,1.4992153644561768
21,0.8796147704124451,0.3825197219848633,0.5641025900840759,1.159890055656433
22,0.874799370765686,0.3870256841182709,0.49358972907066345,1.2423676252365112
23,0.869983971118927,0.41164499521255493,0.5897436141967773,1.1686651706695557
24,0.8812199234962463,0.41063952445983887,0.6474359035491943,1.025738000869751
25,0.8764045238494873,0.341208815574646,0.6346153616905212,1.0654349327087402
26,0.869983971118927,0.4228709638118744,0.692307710647583,0.9509332180023193
27,0.8635634183883667,0.4749654531478882,0.6282051205635071,1.2186601161956787
28,0.8635634183883667,0.3660651445388794,0.6282051205635071,1.1641961336135864
29,0.8796147704124451,0.4121086299419403,0.6217948794364929,1.158591628074646
30,0.8715890645980835,0.4004615545272827,0.6025640964508057,1.1157475709915161
31,0.8619582653045654,0.4311677813529968,0.6282051205635071,1.0954437255859375
32,0.8908507227897644,0.3950156271457672,0.6346153616905212,1.1411333084106445
33,0.8651685118675232,0.4569157361984253,0.6217948794364929,1.2454547882080078
34,0.8844301700592041,0.37976425886154175,0.6410256624221802,1.1583592891693115
35,0.8683788180351257,0.4261966347694397,0.6794871687889099,1.1928179264068604
36,0.869983971118927,0.3894123435020447,0.6282051205635071,1.4140857458114624
37,0.8780096173286438,0.39799734950065613,0.6538461446762085,1.0855231285095215
38,0.8924558758735657,0.3407018780708313,0.7115384340286255,1.0641087293624878
39,0.9004815220832825,0.3154175281524658,0.7051281929016113,1.104248046875
40,0.8860353231430054,0.38409295678138733,0.6794871687889099,1.1638171672821045
41,0.8940609693527222,0.39954665303230286,0.6538461446762085,1.2669191360473633
42,0.9101123809814453,0.35337334871292114,0.6666666865348816,1.2528494596481323
43,0.8844301700592041,0.40007227659225464,0.6474359035491943,1.1634548902511597
44,0.8844301700592041,0.35689428448677063,0.7051281929016113,1.2188020944595337
45,0.9052969217300415,0.3150666356086731,0.6602563858032227,1.254753589630127
46,0.8780096173286438,0.3917796313762665,0.692307710647583,1.1948221921920776
47,0.8812199234962463,0.4726358652114868,0.6794871687889099,1.1339598894119263
48,0.9004815220832825,0.39906418323516846,0.6858974099159241,1.3409221172332764
49,0.9133226275444031,0.2533426880836487,0.6410256624221802,1.3221189975738525
0,0.9117174744606018,0.25950440764427185,0.6602563858032227,1.2927205562591553
1,0.9004815220832825,0.3278830945491791,0.6730769276618958,1.275396704673767
2,0.8924558758735657,0.35847604274749756,0.6858974099159241,1.2589093446731567
3,0.9165329337120056,0.2720024883747101,0.692307710647583,1.244752049446106
4,0.9357945322990417,0.21847578883171082,0.7179487347602844,1.2374283075332642
5,0.9133226275444031,0.27785155177116394,0.7243589758872986,1.2361507415771484
6,0.9117174744606018,0.25994038581848145,0.7115384340286255,1.248157024383545
7,0.937399685382843,0.22624556720256805,0.7243589758872986,1.2533520460128784
8,0.9165329337120056,0.25405752658843994,0.7243589758872986,1.2721189260482788
9,0.9165329337120056,0.22997194528579712,0.7243589758872986,1.286157488822937
10,0.9341893792152405,0.2220921665430069,0.7243589758872986,1.2899335622787476
11,0.9165329337120056,0.2950705885887146,0.7243589758872986,1.2946985960006714
12,0.9390048384666443,0.23518633842468262,0.7243589758872986,1.2964074611663818
13,0.9293739795684814,0.20649771392345428,0.7243589758872986,1.2803375720977783
14,0.9438202381134033,0.19389288127422333,0.7243589758872986,1.2808396816253662
15,0.927768886089325,0.21160545945167542,0.7243589758872986,1.2938672304153442
16,0.9341893792152405,0.1827789694070816,0.7115384340286255,1.308231234550476
17,0.9341893792152405,0.18362237513065338,0.7179487347602844,1.3114818334579468
18,0.9341893792152405,0.19946470856666565,0.7179487347602844,1.321616291999817
19,0.9390048384666443,0.18424874544143677,0.7179487347602844,1.3407180309295654
